sysno|authorroman|titleroman|title|imprintplaceroman|publisherroman|date|pages|authorlast|authorfirst|iadetails|iaidentifier|streamurl|downloadurl,,,,,,,,,,,,,,,,,
200206|Olitzky, Mates|Freylekhe ṭeg|פריילעכע טעג|Nyu Yorḳ|Bildungs-ḳomiṭeṭ fun arbeṭer-ring,|1962|119|אליצקי|מ|https://archive.org/details/nybc200206|nybc200206|http://www.archive.org/stream/nybc200206|http://www.archive.org/download/nybc200206/nybc200206.pdf
200207|Olitzky, Mates|Lider far yugnṭ|לידער פאר יוגנט|Nyu Yorḳ|Bildungs ḳomiṭeṭ fun Arbeṭer-ring,|1974|93|אליצקי|מ|https://archive.org/details/nybc200207|nybc200207|http://www.archive.org/stream/nybc200207|http://www.archive.org/download/nybc200207/nybc200207.pdf
200208|Markish, Peretz|Milḥome|מלחמה|Nyu-Yorḳ|Iḳuf,|1956|23|מארקיש|פרץ|https://archive.org/details/nybc200208|nybc200208|http://www.archive.org/stream/nybc200208|http://www.archive.org/download/nybc200208/nybc200208.pdf
200211|Mendele Mokher Sefarim|Dos Mendele-bukh briṿ un oyṭobiografishe noṭitsen ... fun Mendele Moykher Sforim|דאס מענדעלע-בוך : בריון און אויטאביאגראפישע נאטיצן ... פון מענדעלע מוכר ספרים|New York|Iḳuf,||512|מענדעלע מוכר ספרים.||https://archive.org/details/nybc200211|nybc200211|http://www.archive.org/stream/nybc200211|http://www.archive.org/download/nybc200211/nybc200211.pdf
200212|Mayzel, Nachman|Forgeyer un miṭtsayṭler|פארגייער און מיטצייטלער|New York|Iḳuf,|1946|431|מייזיל|נחמן|https://archive.org/details/nybc200212|nybc200212|http://www.archive.org/stream/nybc200212|http://www.archive.org/download/nybc200212/nybc200212.pdf
200213|Mayzel, Nachman|Undzer Sholem Aleykhem|אונדזער שלום-עליכם|Ṿarshe|Yidish bukh,|1959|139|מייזיל|נחמן|https://archive.org/details/nybc200213|nybc200213|http://www.archive.org/stream/nybc200213|http://www.archive.org/download/nybc200213/nybc200213.pdf
200214|Mayzel, Nachman|Dos Yidishe shafn un der Yidisher shrayber in Soṿeṭnfarband|דאס יידישע שאפן און דער יידישער שרייבער אין סאוועטנפארבאנד|Nyu Yorḳ|Iḳuf,||315|מייזיל|נחמן|https://archive.org/details/nybc200214|nybc200214|http://www.archive.org/stream/nybc200214|http://www.archive.org/download/nybc200214/nybc200214.pdf
200215|Mayzel, Nachman|Yitsḥaḳ Leybush Perets un zayn dor shrayber|יצחק לייבוש פרץ און זיין דור שרייבער|Nyu Yorḳ|Iḳuf,|1951|404|מייזיל|נחמן|https://archive.org/details/nybc200215|nybc200215|http://www.archive.org/stream/nybc200215|http://www.archive.org/download/nybc200215/nybc200215.pdf
203737|Asch, Sholem|Dramen|דראמען|Varsha|Progres,|||אש|שלום|https://archive.org/details/nybc203737|nybc203737|http://www.archive.org/stream/nybc203737|http://www.archive.org/download/nybc203737/nybc203737.pdf
200217|Roback, A. A.|Di imperye Yidish|די אימפעריע יידיש|Meḳsiḳe|Shelomoh Mendelson fond,|1958|554|ראבאק|א. א|https://archive.org/details/nybc200217|nybc200217|http://www.archive.org/stream/nybc200217|http://www.archive.org/download/nybc200217/nybc200217.pdf
200220|Revusky, Abraham|Idn in Erets-Yiśroel|אידן אין ארץ-ישראל ;|Nyu-Yorḳ|Sharon,|1947|456|רעוואוצקי|אברהם|https://archive.org/details/nybc200220|nybc200220|http://www.archive.org/stream/nybc200220|http://www.archive.org/download/nybc200220/nybc200220.pdf
200221|Chernov, V. M.|Yidishe ṭuer in der Parṭey sotsialisṭn reṿolutsionern biografishe eseyen|יידישע טוער אין דער פארטיי סאציאליסטן רעוואלוציאנערן : ביאגראפישע עסייען|Nyu-Yorḳ|Grigori Gershuni brentsh, Arbeṭer ring,|1948|312|||https://archive.org/details/nybc200221|nybc200221|http://www.archive.org/stream/nybc200221|http://www.archive.org/download/nybc200221/nybc200221.pdf
200222|Mill, John|Pionern un boyer memuarn|פיאנערן און בויער : מעמוארן|Nyu-Yorḳ|Der ṿeḳer,|||מילל|דזשאן|https://archive.org/details/nybc200222|nybc200222|http://www.archive.org/stream/nybc200222|http://www.archive.org/download/nybc200222/nybc200222.pdf
200225|Raboy, Isaac|Mayn lebn|מיין לעבן|[New York?]|Iḳuf,|||.ראבאי|א|https://archive.org/details/nybc200225|nybc200225|http://www.archive.org/stream/nybc200225|http://www.archive.org/download/nybc200225/nybc200225.pdf
200228|Brainin, Reuven|Fun mayn lebens-bukh|פון מיין לעבנס-בוך|New York|Iḳuf ,|1946|383|בריינין|ראובן|https://archive.org/details/nybc200228|nybc200228|http://www.archive.org/stream/nybc200228|http://www.archive.org/download/nybc200228/nybc200228.pdf
200229|Zeitlin, Hillel|Araynfir in Ḥsides̀, un der vegn fun Ḥabad|אריינפיר אין חסידות און דער וועלט פון חב""ד|New York|Matones̀,|1957||צייטלין|הלל|https://archive.org/details/nybc200229|nybc200229|http://www.archive.org/stream/nybc200229|http://www.archive.org/download/nybc200229/nybc200229.pdf",,,,,,,,,,,,,,,,,
200230|Zeitlin,Hillel|R. Naḥman Braslaver der zeer fun Podolye|ר'נחמן בראסלאווער : דער זעער פון פאדאליע|New York|Matones̀,|1952||צייטלין|הלל|https://archive.org/details/nybc200230|nybc200230|http://www.archive.org/stream/nybc200230|http://www.archive.org/download/nybc200230/nybc200230.pdf,,,,,,,,,,,,,,,
200231|Zinberg,Israel|Ḳulṭur-hisṭorishe shṭudies|קולטור-היסטארישע שטודיעס|New York|Shḳlarsḳy,|1949|368|צינבערג|י|https://archive.org/details/nybc200231|nybc200231|http://www.archive.org/stream/nybc200231|http://www.archive.org/download/nybc200231/nybc200231.pdf,,,,,,,,,,,,,,,
200232|Pietruszka,Symcha|Yidishe folḳs-entsiḳlopedye far Yidishe religie,geshikhṭe filozofie... un andere inyonim|יידישע פאלקס-ענציקלאפעדיע ; פאר יידישע רעליגיע,געשיכטע,פילאזאפיע,ליטעראטור,ביאגראפיע,לענדער-קיבוצים און אנדערע ענינים|Nyu Yorḳ|Gilad,|1949|2|שמחה פיעטרושקא.||https://archive.org/details/nybc200232|nybc200232|http://www.archive.org/stream/nybc200232|http://www.archive.org/download/nybc200232/nybc200232.pdf,,,,,,,,,
200235|Mayzel,Nachman|Tsṿishn ḥurbn un oyfboy bagegenishn,ayndruḳn,un baṭrakhṭungen fun a rayze iber Eyrope un Erets Yiśroel|צווישן חורבן און אויפבוי : באגעגענישן,איינדרוקן און באטראכטונגען פון א רייזע איבער אייראפע און ארץ ישראל|New York|Iḳuf,|1947|382|מייזיל|נחמן|https://archive.org/details/nybc200235|nybc200235|http://www.archive.org/stream/nybc200235|http://www.archive.org/download/nybc200235/nybc200235.pdf,,,,,,,,,,,,
200237||Pinḥas Gingold bukh a zamlung fun zayne ks̀ovim un ophandlungen ṿegn zayn perzenlekhkeyṭ.|פנחס גינגאלג בוך : א זאמלונג פון זיינער כתבים און אפהאנדלונגען וועגן זיין פערזענלעכקייט|Nyu-Yorḳ|Pinḥas Gingold farlag,|1955|328|||https://archive.org/details/nybc200237|nybc200237|http://www.archive.org/stream/nybc200237|http://www.archive.org/download/nybc200237/nybc200237.pdf,,,,,,,,,,,,,,,,
200238|Mayzel,Nachman|Geṿen amol a lebn dos Yidishe ḳulṭur-lebn in Poyln tsṿishn beyde ṿelṭ-milḥomes̀|געווען אמאל א לעבן : דאס יידישע קולטור-לעבן אין פוילן צווישן ביידע וועלט - מלחמות|Bueynos Ayres|Tsenṭral-farband fun Poylishe Yidn in Argenṭine,|1951|399|מייזיל|נחמן|https://archive.org/details/nybc200238|nybc200238|http://www.archive.org/stream/nybc200238|http://www.archive.org/download/nybc200238/nybc200238.pdf,,,,,,,,,,,,,,,
200239|Opatoshu,Joseph|Menṭshn un ḥayes̀|מענטשן און חיות|Nyu Yorḳ|Ḳooperaṭiṿer folḳs farlag fun Inṭernatsionaln arbeṭer ordn,|1938|288|אפאטאשו|י|https://archive.org/details/nybc200239|nybc200239|http://www.archive.org/stream/nybc200239|http://www.archive.org/download/nybc200239/nybc200239.pdf,,,,,,,,,,,,,,,
200241|Berdichevsky,Micah Joseph|Yidishe ks̀ovim fun a ṿayṭn ḳorev|יידישע כתבים פון א ווייטן קרוב|[New York]|Iḳuf,|||בערדיטשעווסקי|מ. י|https://archive.org/details/nybc200241|nybc200241|http://www.archive.org/stream/nybc200241|http://www.archive.org/download/nybc200241/nybc200241.pdf,,,,,,,,,,,,,,,
200245|Medem,Gina.|A lebensṿeg oyṭobyografishe noṭitsn|א לעבענסוועג : אטאביאגראפישע נאטיצן|Nyu-Yorḳ|Aroysgegebn fun Gina Medem bukh-ḳomiṭeṭ,|1950||מעדעם|גינא|https://archive.org/details/nybc200245|nybc200245|http://www.archive.org/stream/nybc200245|http://www.archive.org/download/nybc200245/nybc200245.pdf,,,,,,,,,,,,,,,
200246|Levine,S. D.|Unṭererdishe ḳemfer|אונטערערדישע קעמפער /c שלום לעווין ; אונטער דער רעדאקציע פון משה כץ|Nyu-Yorḳ|Sholem Leṿin bukh-ḳomiṭeṭ,|1946|381|לעווין|שלום|https://archive.org/details/nybc200246|nybc200246|http://www.archive.org/stream/nybc200246|http://www.archive.org/download/nybc200246/nybc200246.pdf,,,,,,,,,,,,,,,
200247|Dubnow,Simon|Tsum hundertsṭn geboyrnṭog fun Shimon Dubnoṿ zamlung|צום הונדערטסטן געבוירנטאג פון שמעון דובנאוו : זאמלונג|Nyu-Yorḳ|Iḳuf,|1961|92|דובנאוו|שמעון|https://archive.org/details/nybc200247|nybc200247|http://www.archive.org/stream/nybc200247|http://www.archive.org/download/nybc200247/nybc200247.pdf,,,,,,,,,,,,,,,
200249|Mani Leib|A mayśele in gramen fun dray zin miṭ a mamen|א מעשהלע אין גראמען פון דריי זין מיט א מאמען|New York|Farlag ḳinder ring,|1937|44|מאני לייב.||https://archive.org/details/nybc200249|nybc200249|http://www.archive.org/stream/nybc200249|http://www.archive.org/download/nybc200249/nybc200249.pdf,,,,,,,,,,,,,,,,
200250|Chanin,N.|Soṿyeṭ Rusland ṿi ikh hob ihr gezehn|סאוויעט רוסלאנד : ווי איך האב איהר געזעהן|Nyu Yorḳ|Veḳer,|1929|254|כאנין|נ|https://archive.org/details/nybc200250|nybc200250|http://www.archive.org/stream/nybc200250|http://www.archive.org/download/nybc200250/nybc200250.pdf,,,,,,,,,,,,,,,
200251|Zinberg,Israel|Di geshikhṭe fun der liṭeraṭur bay Yidn|די געשיכטע פון דער ליטעראטור ביי יידן|Nyu Yorḳ|Mosheh Shemuʼel Shḳlarsḳy,|1943||צינבערג|ישראל|https://archive.org/details/nybc200251|nybc200251|http://www.archive.org/stream/nybc200251|http://www.archive.org/download/nybc200251/nybc200251.pdf,,,,,,,,,,,,,,,
"200262|Rogoff, Harry|Der gaysṭ fun ""Forṿerṭs"" (maṭeryaln tsu der geshikhṭe fun der Idisher prese in Ameriḳe)|דער גייסט פון ""פארווערטס"" : (מאטעריאלן צו דער געשיכטע פון דער אידישער פרעסע אין אמעריקע). /דהלל ראגאף|Nyu-Yorḳ|Forṿerṭs,|1954|283|ראגאף|הלל|https://archive.org/details/nybc200262|nybc200262|http://www.archive.org/stream/nybc200262|http://www.archive.org/download/nybc200262/nybc200262.pdf",,,,,,,,,,,,,,,,,
200264|Rogoff,Harry|Meʼir London a biografye|מאיר לאנדאן : א ביאגראפיע|Nyu Yorḳ|Aroysgegeben fun Meʼir London memoryal fond,|1930|390|ראגאף|הלל|https://archive.org/details/nybc200264|nybc200264|http://www.archive.org/stream/nybc200264|http://www.archive.org/download/nybc200264/nybc200264.pdf,,,,,,,,,,,,,,,
200265|Olgin,Moissaye J.|Ameriḳe|אמעריקע|Nyu Yorḳ|Olgin ondenḳ-ḳomiṭeṭ,|1941|238|אלגין|מ|https://archive.org/details/nybc200265|nybc200265|http://www.archive.org/stream/nybc200265|http://www.archive.org/download/nybc200265/nybc200265.pdf,,,,,,,,,,,,,,,
200266|Rabinowitz,Zina|Der liber yom-ṭev|דער ליבער יום-טוב|Nyu Yorḳ|Matones̀,|1958|196|ראבינאוויטש|זינא|https://archive.org/details/nybc200266|nybc200266|http://www.archive.org/stream/nybc200266|http://www.archive.org/download/nybc200266/nybc200266.pdf,,,,,,,,,,,,,,,
200267|Lee,Malka|Durkh ḳindershe oygn|דורך קינדערשע אויגן|Buenos-Ayres|Yidbukh,|1955|177|לי|מלכה|https://archive.org/details/nybc200267|nybc200267|http://www.archive.org/stream/nybc200267|http://www.archive.org/download/nybc200267/nybc200267.pdf,,,,,,,,,,,,,,,
200268|Libin,Z.|Gezamelṭe ṿerḳ|געזאמעלטע ווערק|[O.o]|Forṿerṭs,|||ליבין|ז|https://archive.org/details/nybc200268|nybc200268|http://www.archive.org/stream/nybc200268|http://www.archive.org/download/nybc200268/nybc200268.pdf,,,,,,,,,,,,,,,
200274|Lee,Malka|Lider|לידער|Nyu Yorḳ|Aroysgegebn fun der Idisher ḳulṭur gezelshafṭ tsṿayg I -- Sholem Aleykhem ḳooperṭiṿ,|1932|159|לי|מלכה|https://archive.org/details/nybc200274|nybc200274|http://www.archive.org/stream/nybc200274|http://www.archive.org/download/nybc200274/nybc200274.pdf,,,,,,,,,,,,,,,
200275|Bass,Hyman B.|Shprakh un dertsiung meṭodiḳ un program fun yidish-limed in der elemenṭar-shul|שפראך און דערציאוג מעטאדיק און פראגראם פון יידיש-לימוד אין דער עלעמענטאער-שול|Nyu-Yorḳ|Bildung-ḳomiṭeṭ fun Arbeṭer-ring,|1950|400|בעז|ח|https://archive.org/details/nybc200275|nybc200275|http://www.archive.org/stream/nybc200275|http://www.archive.org/download/nybc200275/nybc200275.pdf,,,,,,,,,,,,,,,
200276|Bass,Hyman B.|Shrayber un ṿerḳ liṭeraṭur-ḳriṭishe un pedagogishe eseyn|שרייבער און ווערק : ליטעראטור-קריטישע און פעדאגאגישע עסייען|Tel-Aviv|Ha-Menorah,|1971|662|בעז|חיים|https://archive.org/details/nybc200276|nybc200276|http://www.archive.org/stream/nybc200276|http://www.archive.org/download/nybc200276/nybc200276.pdf,,,,,,,,,,,,,,,
200277|Brusilow,Nathan M.|Bay di ṭaykhn fun Polesye|ביי די טייכן פון פאלעסיע|Nyu-Yorḳ|Biderman,|1953|322|ברוסילאוו|ניסן|https://archive.org/details/nybc200277|nybc200277|http://www.archive.org/stream/nybc200277|http://www.archive.org/download/nybc200277/nybc200277.pdf,,,,,,,,,,,,,,,
200278|Briansky,S.|Menṭshn fun Zshelekhov|מענטשן פון זשעלעכאוו|Buenos Ayres|Tsenṭral-farband fun Poylishe Yidn in Argenṭine,|1961|201|בריינסקי|שלמה|https://archive.org/details/nybc200278|nybc200278|http://www.archive.org/stream/nybc200278|http://www.archive.org/download/nybc200278/nybc200278.pdf,,,,,,,,,,,,,,,
200279|Hofer,Jechiel.|A hoyf af Poḳorne shṭeyger roman|א הויף אויף פאקארנע : שטייגער ראמאן|Tel- Aviv|Y. L. Perets,|1959||האפער|יחיאל|https://archive.org/details/nybc200279|nybc200279|http://www.archive.org/stream/nybc200279|http://www.archive.org/download/nybc200279/nybc200279.pdf,,,,,,,,,,,,,,,
200282|Perlow,Itzjok|Flora Ingber a heyz in Tel-Aviv|פלארא אינגבער : א הויז אין תל-אביב|Buenos-Ayres|Yidbukh,|1959|352|פערלאוו|יצחק|https://archive.org/details/nybc200282|nybc200282|http://www.archive.org/stream/nybc200282|http://www.archive.org/download/nybc200282/nybc200282.pdf,,,,,,,,,,,,,,,
200283|Papiernikow,Joseph|Heymishe un noenṭe dermonungen|היימישע און נאעענטע : דערמאנונגען|Tel-Aviv|Y. L. Perets,|1958|265|פאפיערניקאוו|י|https://archive.org/details/nybc200283|nybc200283|http://www.archive.org/stream/nybc200283|http://www.archive.org/download/nybc200283/nybc200283.pdf,,,,,,,,,,,,,,,
200284|Papiernikow,Joseph|Geḳlibene lider fun heym,bunṭ,ḳrig un ḥurbn|געקליבענע לידער : פון היים,בונט,קריג און חורבן|New York|Iḳuf,||259|פאפיערניקאוו|י|https://archive.org/details/nybc200284|nybc200284|http://www.archive.org/stream/nybc200284|http://www.archive.org/download/nybc200284/nybc200284.pdf,,,,,,,,,,,
200285|Bader,Gershom|Mayne zikhroynes̀|מיינע זכרונות|Buenos-Ayres|Tsenṭral-farband fun Poylishe Yidn in Argenṭine,|1953|429|באדער|גרשם|https://archive.org/details/nybc200285|nybc200285|http://www.archive.org/stream/nybc200285|http://www.archive.org/download/nybc200285/nybc200285.pdf,,,,,,,,,,,,,,,
200286|Ravitch,Melech|Dos mayse-bukh fun mayn leben|דאס מעשה-בוך פון מיין לעבן|Buenos-Ayres|Tsenṭral-Farband fun Poylishe Yidn in Argenṭine,|||ראוויטש|מלך|https://archive.org/details/nybc200286|nybc200286|http://www.archive.org/stream/nybc200286|http://www.archive.org/download/nybc200286/nybc200286.pdf,,,,,,,,,,,,,,,
200290|Rak,Elimelech.|Zikhroynes fun a Yidishn hanṭṿerḳer ṭuer|זכרונות פון א יידישן האנטווערקער-טוער|Buenos Ayres|Tsenṭral-Farband fun Poylishe Yidn in Argenṭine,|1958|234|ראק|אלימלך|https://archive.org/details/nybc200290|nybc200290|http://www.archive.org/stream/nybc200290|http://www.archive.org/download/nybc200290/nybc200290.pdf,,,,,,,,,,,,,,,
200292|Lee,Malka|Gezangen|געזאנגען|Nyu Yorḳ|Ḳoopereṭiṿer folḳs farlag fun di inṭernatsionaln arbeṭer ordn,|1940|160|לי|מלכה|https://archive.org/details/nybc200292|nybc200292|http://www.archive.org/stream/nybc200292|http://www.archive.org/download/nybc200292/nybc200292.pdf,,,,,,,,,,,,,,,
